,tags,body
345,c++,"C++17 is now feature complete, so unlikely to experience large changes. Hundreds of proposals were put forward for C++17.

Which of those features were added to C++ in C++17?

When using a C++ compiler that supports ""C++1z"", which of those features are going to be available when the compiler updates to C++17?
"
346,linux,"I've been given sudo access on one of our development RedHat linux boxes, and I seem to find myself quite often needing to redirect output to a location I don't normally have write access to.

The trouble is, this contrived example doesn't work:

sudo ls -hal /root/ &gt; /root/test.out


I just receive the response:

-bash: /root/test.out: Permission denied


How can I get this to work?
"
347,python,"Let’s say I have the following Pandas dataframe:
df = DataFrame({'A' : [5,6,3,4], 'B' : [1,2,3, 5]})
df

     A   B
0    5   1
1    6   2
2    3   3
3    4   5

I can subset based on a specific value:
x = df[df['A'] == 3]
x

     A   B
2    3   3

But how can I subset based on a list of values? - something like this:
list_of_values = [3,6]

y = df[df['A'] in list_of_values]

To get:
     A    B
1    6    2
2    3    3

"
348,angular,"I am writing an Angular application and I have an HTML response I want to display. 

How do I do that? If I simply use the binding syntax {{myVal}} it encodes all HTML characters (of course).

I need somehow to bind the innerHTML of a div to the variable value.
"
349,git,"I checked some source code into GIT with the commit message ""Build 0051"".

However, I can't seem to find that source code any more - how do I extract this source from the GIT repository, using the command line?

Update


Checked in versions 0043, 0044, 0045 and 0046 using SmartGIT.
Checked out 0043, and checked in versions up to 0051 on a different branch.
Checked out 0043 again.
Now, 0051 has disappeared.


Update

The source code is definitely there, now its a matter of checking it out:

C:\Source&gt;git log -g --grep=""0052""
commit 77b1f718d19e5cf46e2fab8405a9a0859c9c2889
Reflog: HEAD@{10} (unknown &lt;Mike@.(none)&gt;)
Reflog message: commit: 20110819 - 1724 - GL: Intermediate version. File version:  v0.5.0 build 0052.
Author: unknown &lt;Mike@.(none)&gt;
Date:   Fri Aug 19 17:24:51 2011 +0100

    20110819 - 1724 - GL: Intermediate version. File version: v0.5.0 build 0052.

C:\Source&gt;

"
350,git,"When merging topic branch &quot;B&quot; into &quot;A&quot; using git merge, I get some conflicts. I know all the conflicts can be solved using the version in &quot;B&quot;.
I am aware of git merge -s ours. But what I want is something like git merge -s theirs.
Why doesn't it exist? How can I achieve the same result after the conflicting merge with existing git commands? (git checkout every unmerged file from B)
The &quot;solution&quot; of just discarding anything from branch A (the merge commit point to B version of the tree) is not what I am looking for.
"
351,python,"How does one write a unittest that fails only if a function doesn't throw an expected exception?
"
352,python,"How can I convert a list to a string using Python?
"
353,javascript,"I would like to format my numbers to always display 2 decimal places, rounding where applicable.

Examples:

number     display
------     -------
1          1.00
1.341      1.34
1.345      1.35


I have been using this: 

parseFloat(num).toFixed(2);


But it's displaying 1 as 1, rather than 1.00.
"
354,javascript,"Is there a quick way to set an HTML text input (&lt;input type=text /&gt;) to only allow numeric keystrokes (plus '.')?
"
355,git,"I just did a git init on the root of my new project.

Then I created a .gitignore file.

Now, when I type git status, .gitignore file appears in the list of untracked files. Why is that?
"
356,batch-file,"I have a batch file that runs several python scripts that do table modifications.  


I want to have users comment out the 1-2 python scripts that they don't want to run, rather than removing them from the batch file (so the next user knows these scripts exist as options!)
I also want to add comments to bring to their attention specifically the variables they need to update in the Batch file before they run it. I see that I can use REM. But it looks like that's more for updating the user with progress after they've run it.  


Is there a syntax for more appropriately adding a comment?
"
357,git,"I did a git commit but I have not pushed it to the repository yet.
So when I do git status, I get '# Your branch is ahead of 'master' by 1 commit.

So if I want to roll back my top commit, can I just do:

git reset --hard eb27bf26dd18c5a34e0e82b929e0d74cfcaab316


given that when I do git log I get:


commit eb27bf26dd18c5a34e0e82b929e0d74cfcaab316
Date:   Tue Sep 29 11:21:41 2009 -0700


commit db0c078d5286b837532ff5e276dcf91885df2296
Date:   Tue Sep 22 10:31:37 2009 -0700
"
358,git,"Yesterday, I posted a question on how to clone a Git repository from one of my machines to another, How can I 'git clone' from another machine?.

I am now able to successfully clone a Git repository from my source (192.168.1.2) to my destination (192.168.1.1).

But when I did an edit to a file, a git commit -a -m ""test"" and a git push, I get this error on my destination (192.168.1.1):

git push                                                
hap@192.168.1.2's password: 
Counting objects: 21, done.
Compressing objects: 100% (11/11), done.
Writing objects: 100% (11/11), 1010 bytes, done.
Total 11 (delta 9), reused 0 (delta 0)
error: refusing to update checked out branch: refs/heads/master
error: By default, updating the current branch in a non-bare repository
error: is denied, because it will make the index and work tree inconsistent
error: with what you pushed, and will require 'git reset --hard' to match
error: the work tree to HEAD.
error: 
error: You can set 'receive.denyCurrentBranch' configuration variable to
error: 'ignore' or 'warn' in the remote repository to allow pushing into
error: its current branch; however, this is not recommended unless you
error: arranged to update its work tree to match what you pushed in some
error: other way.
error: 
error: To squelch this message and still keep the default behaviour, set
error: 'receive.denyCurrentBranch' configuration variable to 'refuse'.
To git+ssh://hap@192.168.1.2/media/LINUXDATA/working
! [remote rejected] master -&gt; master (branch is currently checked out)
error: failed to push some refs to 'git+ssh://hap@192.168.1.2/media/LINUXDATA/working'


I'm using two different versions of Git (1.7 on the remote and 1.5 on the local machine). Is that a possible reason?
"
359,c#,"What is the prefered method for creating a byte array from an input stream? 

Here is my current solution with .NET 3.5. 

Stream s;
byte[] b;

using (BinaryReader br = new BinaryReader(s))
{
    b = br.ReadBytes((int)s.Length);
}


Is it still a better idea to read and write chunks of the stream?
"
360,linux,"Is it possible to use ls in Unix to list the total size of a sub-directory and all its contents as opposed to the usual 4K that (I assume) is just the directory file itself?

total 12K
drwxrwxr-x  6 *** *** 4.0K 2009-06-19 10:10 branches
drwxrwxr-x 13 *** *** 4.0K 2009-06-19 10:52 tags
drwxrwxr-x 16 *** *** 4.0K 2009-06-19 10:02 trunk


After scouring the man pages I'm coming up empty.
"
361,android,"Starting with a recent new version of ADT, I've noticed this new attribute on the layout XML files, for example:

&lt;LinearLayout xmlns:android=""http://schemas.android.com/apk/res/android""
    xmlns:tools=""http://schemas.android.com/tools""
    android:orientation=""vertical""
    android:layout_width=""fill_parent""
    android:layout_height=""fill_parent""
    tools:context="".MainActivity"" /&gt;


What is ""tools:context"" used for?

How does it even know the exact path to the activity that is written there? Does it look at the package of the app, inside the manifest?

Is it limited to classes that extend Context or only activities?  Is it usable for ListView items etc.?
"
362,http,"They both seem to be sending data to the server inside the body, so what makes them different?
"
363,c++,"How can I convert an std::string to a char* or a const char*?
"
364,git,"How to find the most recent common ancestor of two Git branches?
"
365,visual-studio,"I know Visual Studio can auto format to make my methods and loops indented properly, but I cannot find the setting.
"
366,php,"I am trying to select data from a MySQL table, but I get one of the following error messages:


  mysql_fetch_array() expects parameter 1 to be resource, boolean given


This is my code:

$username = $_POST['username'];
$password = $_POST['password'];

$result = mysql_query('SELECT * FROM Users WHERE UserName LIKE $username');

while($row = mysql_fetch_array($result)) {
    echo $row['FirstName'];
}

"
367,php,"A few years ago I installed Apache 2.2x and PHP 5.3.1 on a Linux server I maintain.  I used .tar.gz's and built them as instructed (instead of rpms and what-have-you). And all was fine.
Today I need to install this which seems like a PHP library.  I went through all the steps up to make install, and I found ibm_db2.so in $PHP_HOME/lib/extensions/somecomplicatedname/ibm_db2.so.
The great catch is the last step is to configure file php.ini, but there aren't any php.ini files on my system. Horror of horrors. PHP works fine, except of course for this newfangled ibm_db2 thingamajig that I want to use so somebody can use a GUI to tinker with DB2. (I tried a small PHP script which fails and indicates that the ibm_db2 functions are not available.)
I have to deal with PHP once every few years, so please enlighten me at a very basic level about what I could do to enable web-based GUI access to DB2.
"
368,c#,"How do I display a literal curly brace character when using the String.Format method?

Example:

sb.AppendLine(String.Format(""public {0} {1} { get; private set; }"", 
prop.Type, prop.Name));


I would like the output to look like this:

public Int32 MyProperty { get; private set; }

"
369,regex,"I'm trying to put together a comprehensive regex to validate phone numbers. Ideally it would handle international formats, but it must handle US formats, including the following:


1-234-567-8901
1-234-567-8901 x1234
1-234-567-8901 ext1234
1 (234) 567-8901
1.234.567.8901
1/234/567/8901
12345678901


I'll answer with my current attempt, but I'm hoping somebody has something better and/or more elegant.
"
370,html,"I want to make body have 100% of the browser height. Can I do that using CSS?

I tried setting height: 100%, but it doesn't work.

I want to set a background color for a page to fill the entire browser window, but if the page has little content I get a ugly white bar at the bottom.
"
371,bash,"If I'm using terminal and typing in a line of text for a command, is there a hotkey or any way to clear/delete that line?

For example, if my current line/command is something really long like:

&gt; git log --graph --all --blah..uh oh i want to cancel and clear this line &lt;cursor is here now&gt;


Is there a hotkey or command to go from the above to:

&gt;


?

Usually I will press the &#8595; key, and if my current line is a brand new one on the history, that will clear it.  But if I'm going through my command history via the &#8593; key and start editing or using those commands, &#8595; will only change the prompt to the next newest command in history, so it doesn't work here unless I press &#8595; multiple times.
"
372,code-formatting,"What is the equivalent of Ctrl + K + F and Ctrl + K + D on Windows in Visual Studio for formatting, or ""beautifying"" code in the Visual Studio Code editor?
"
373,guid,"I see these two acronyms being thrown around and I was wondering if there are any differences between a GUID and a UUID?
"
374,javascript,"They seem to be doing the same thing...
Is one modern and one old? Or are they supported by different browsers?

When I handle events myself (without framework) I just always check for both and execute both if present. (I also return false, but I have the feeling that doesn't work with events attached with node.addEventListener).


  So why both? Should I keep checking for both? Or is there actually a difference?


(I know, a lot of questions, but they're all sort of the same =))
"
375,linux,"On Linux, how can I add a directory to the $PATH so it remains persistent across different sessions?
Background
I'm trying to add a directory to my path so it will always be in my Linux path. I've tried:
export PATH=$PATH:/path/to/dir

This works, however each time I exit the terminal and start a new terminal instance, this path is lost, and I need to run the export command again.
How can I do it so this will be set permanently?
"
376,android,"If your application requires a database and it comes with built in data, what is the best way to ship that application? Should I:


Precreate the SQLite database and include it in the .apk?
Include the SQL commands with the application and have it create the database and insert the data on first use?


The drawbacks I see are:


Possible SQLite version mismatches might cause problems and I currently don't know where the database should go and how to access it.
It may take a really long time to create and populate the database on the device.


Any suggestions? Pointers to the documentation regarding any issues would be greatly appreciated.
"
377,c++,"It's common in C++ to name member variables with some kind of prefix to denote the fact that they're member variables, rather than local variables or parameters. If you've come from an MFC background, you'll probably use m_foo. I've also seen myFoo occasionally.

C# (or possibly just .NET) seems to recommend using just an underscore, as in _foo. Is this allowed by the C++ standard?
"
378,python,"I have a string representing a unix timestamp (i.e. &quot;1284101485&quot;) in Python, and I'd like to convert it to a readable date. When I use time.strftime, I get a TypeError:
&gt;&gt;&gt;import time
&gt;&gt;&gt;print time.strftime(&quot;%B %d %Y&quot;, &quot;1284101485&quot;)

Traceback (most recent call last):
  File &quot;&lt;stdin&gt;&quot;, line 1, in &lt;module&gt;
TypeError: argument must be 9-item sequence, not str

"
379,python,"Background
I just upgraded my Pandas from 0.11 to 0.13.0rc1. Now, the application is popping out many new warnings. One of them like this:
E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE

I want to know what exactly it means?  Do I need to change something?
How should I suspend the warning if I insist to use quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE?
The function that gives errors
def _decode_stock_quote(list_of_150_stk_str):
    &quot;&quot;&quot;decode the webpage and return dataframe&quot;&quot;&quot;

    from cStringIO import StringIO

    str_of_all = &quot;&quot;.join(list_of_150_stk_str)

    quote_df = pd.read_csv(StringIO(str_of_all), sep=',', names=list('ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefg')) #dtype={'A': object, 'B': object, 'C': np.float64}
    quote_df.rename(columns={'A':'STK', 'B':'TOpen', 'C':'TPCLOSE', 'D':'TPrice', 'E':'THigh', 'F':'TLow', 'I':'TVol', 'J':'TAmt', 'e':'TDate', 'f':'TTime'}, inplace=True)
    quote_df = quote_df.ix[:,[0,3,2,1,4,5,8,9,30,31]]
    quote_df['TClose'] = quote_df['TPrice']
    quote_df['RT']     = 100 * (quote_df['TPrice']/quote_df['TPCLOSE'] - 1)
    quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE
    quote_df['TAmt']   = quote_df['TAmt']/TAMT_SCALE
    quote_df['STK_ID'] = quote_df['STK'].str.slice(13,19)
    quote_df['STK_Name'] = quote_df['STK'].str.slice(21,30)#.decode('gb2312')
    quote_df['TDate']  = quote_df.TDate.map(lambda x: x[0:4]+x[5:7]+x[8:10])
    
    return quote_df

More error messages
E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE
E:\FinReporter\FM_EXT.py:450: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TAmt']   = quote_df['TAmt']/TAMT_SCALE
E:\FinReporter\FM_EXT.py:453: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TDate']  = quote_df.TDate.map(lambda x: x[0:4]+x[5:7]+x[8:10])

"
380,git,"I have a project in a remote repository, synchronized with a local repository (development) and the server one (prod). I've been making some commited changes already pushed to remote and pulled from the server. Now, I want to undo those changes. So I could just git checkout to the commit before the changes and commit the new changes, but I'm guessing that there will be problems to push them again to remote. Any suggestion on how should I proceed?  
"
381,linux,"What is POSIX? I have read the Wikipedia article and I read it every time I encounter the term. The fact is that I never really understood what it is.

Can anyone please explain it to me by explaining ""the need for POSIX"" too?
"
382,algorithm,"The Question

How to find time complexity of an algorithm?

What have I done before posting a question on SO ?

I have gone through this, this and many other links

But no where I was able to find a clear and straight forward explanation for how to calculate time complexity.

What do I know ?

Say for a code as simple as the one below:

char h = 'y'; // This will be executed 1 time
int abc = 0; // This will be executed 1 time


Say for a loop like the one below: 

for (int i = 0; i &lt; N; i++) {        
    Console.Write('Hello World !');
}


int i=0; This will be executed only once.
The time is actually calculated to i=0 and not the declaration.

i &lt; N;  This will be executed N+1 times

i++ ;   This will be executed N times

So the number of operations required by this loop are

{1+(N+1)+N} = 2N+2

Note: This still may be wrong, as I am not confident about my understanding on calculating time complexity

What I want to know ?

Ok, so these small basic calculations I think I know, but in most cases I have seen the time complexity as 

O(N), O(n2), O(log n), O(n!).... and many other, 

Can anyone help me understand how does one calculate time complexity of an algorithm? I am sure there are plenty of newbies like me wanting to know this.
"
383,c,"How does this C program work?

main(_){_^448&amp;&amp;main(-~_);putchar(--_%64?32|-~7[__TIME__-_/8%8][""&gt;'txiZ^(~z?""-48]&gt;&gt;"";;;====~$::199""[_*2&amp;8|_/64]/(_&amp;2?1:8)%8&amp;1:10);}


It compiles as it is (tested on gcc 4.6.3). It prints the time when compiled. On my system:

    !!  !!!!!!              !!  !!!!!!              !!  !!!!!! 
    !!  !!  !!              !!      !!              !!  !!  !! 
    !!  !!  !!              !!      !!              !!  !!  !! 
    !!  !!!!!!    !!        !!      !!    !!        !!  !!!!!! 
    !!      !!              !!      !!              !!  !!  !! 
    !!      !!              !!      !!              !!  !!  !! 
    !!  !!!!!!              !!      !!              !!  !!!!!!


Source: sykes2 - A clock in one line, sykes2 author hints

Some hints: No compile warnings per default. Compiled with -Wall, the following warnings are emitted:

sykes2.c:1:1: warning: return type defaults to ‘int’ [-Wreturn-type]
sykes2.c: In function ‘main’:
sykes2.c:1:14: warning: value computed is not used [-Wunused-value]
sykes2.c:1:1: warning: implicit declaration of function ‘putchar’ [-Wimplicit-function-declaration]
sykes2.c:1:1: warning: suggest parentheses around arithmetic in operand of ‘|’ [-Wparentheses]
sykes2.c:1:1: warning: suggest parentheses around arithmetic in operand of ‘|’ [-Wparentheses]
sykes2.c:1:1: warning: control reaches end of non-void function [-Wreturn-type]

"
384,python,"I am getting an 'access is denied' error when I attempt to delete a folder that is not empty. I used the following command in my attempt: os.remove(""/folder_name""). 

What is the most effective way of removing/deleting a folder/directory that is not empty?
"
385,javascript,"I've recently run into a rather nasty bug, wherein the code was loading a &lt;select&gt; dynamically via JavaScript.  This dynamically loaded &lt;select&gt; had a pre-selected value.  In IE6, we already had code to fix the selected &lt;option&gt;, because sometimes the &lt;select&gt;'s selectedIndex value would be out of sync with the selected &lt;option&gt;'s index attribute, as below:

field.selectedIndex = element.index;


However, this code wasn't working.  Even though the field's selectedIndex was being set correctly, the wrong index would end up being selected.  However, if I stuck an alert() statement in at the right time, the correct option would be selected.  Thinking this might be some sort of timing issue, I tried something random that I'd seen in code before:

var wrapFn = (function() {
    var myField = field;
    var myElement = element;

    return function() {
        myField.selectedIndex = myElement.index;
    }
})();
setTimeout(wrapFn, 0);


And this worked!

I've got a solution for my problem, but I'm uneasy that I don't know exactly why this fixes my problem.  Does anyone have an official explanation?  What browser issue am I avoiding by calling my function ""later"" using setTimeout()?
"
386,javascript,"What is the correct way to check for equality between Strings in JavaScript?
"
387,html,"Is it possible to set the subject/content of email when I use mailto:?
"
388,swift,"In Objective C, I can use #pragma mark to mark sections of my code in the symbol navigator. Since this is a C preprocessor command, it's not available in Swift. Is there a stand-in for this in Swift, or do I have to use ugly comments?
"
389,python,"How can I convert the str representation of a dict, such as the following string, into a dict?

s = ""{'muffin' : 'lolz', 'foo' : 'kitty'}""


I prefer not to use eval. What else can I use?

The main reason for this, is one of my coworkers classes he wrote, converts all input into strings. I'm not in the mood to go and modify his classes, to deal with this issue.
"
390,git,"I've started playing with Git and have come across the terms ""upstream"" and ""downstream"".  I've seen these before but never understood them fully.  What do these terms mean in the context of SCMs (Software Configuration Management tools) and source code?
"
391,github,"I need to do the SSH key audit for GitHub, but I am not sure how do find my RSA key fingerprint. I originally followed a guide to generate an SSH key on Linux.

What is the command I need to enter to find my current RSA key fingerprint?
"
392,python,"I have a small utility that I use to download an MP3 file from a website on a schedule and then builds/updates a podcast XML file which I've added to iTunes.

The text processing that creates/updates the XML file is written in Python. However, I use wget inside a Windows .bat file to download the actual MP3 file. I would prefer to have the entire utility written in Python.

I struggled to find a way to actually download the file in Python, thus why I resorted to using wget.

So, how do I download the file using Python?
"
393,javascript,"I wanted to check whether the variable is defined or not. For example, the following throws a not-defined error  

alert( x );


How can I catch this error?
"
394,git,"I'm playing with Git in isolation on my own machine, and I find it difficult to maintain a mental model of all my branches and commits. I know I can do a git log to see the commit history from where I am, but is there a way to see the entire branch topography, something like these ASCII maps that seem to be used everywhere for explaining branches?
      .-A---M---N---O---P
     /     /   /   /   /
    I     B   C   D   E
     \   /   /   /   /
      `-------------'

It just feels like someone coming along and trying to pick up my repository would have difficulty working out exactly what was going on.
I guess I'm influenced by AccuRev's stream browser...
"
395,javascript,"I have 5 addons/extensions for FF, Chrome, IE, Opera, and Safari. 

How can I recognize the user browser and redirect (once an install button has been clicked) to download the corresponding addon?
"
396,java,"I am changing the value of an EditText on keyListener.

But when I change the text the cursor is moving to the beginning of the EditText.
I need the cursor to be at the end of the text.

How to move the cursor to the end of the text in a EditText.
"
397,java,"How would you check if a String was a number before parsing it?
"
398,python,"I am looking for minimum and maximum values for integers in python. For eg., in Java, we have Integer.MIN_VALUE and Integer.MAX_VALUE. Is there something like this in python?
"
399,xcode,"Where does the Mac App Store download the files to under Lion? I need the DMG file in order to repair something in my system, but how can I access that file?
"
400,sql-server,"What is the best way to get the names of all of the tables in a specific database on SQL Server?
"
401,c++,"I keep hearing a lot about functors in C++. Can someone give me an overview as to what they are and in what cases they would be useful?
"
402,ruby,"Using the command-line gem tool, how can I install a specific version of a gem?
"
403,java,"From Create dynamic lists with RecyclerView:
When we create a RecyclerView.Adapter we have to specify ViewHolder that will bind with the adapter.
public class MyAdapter extends RecyclerView.Adapter&lt;MyAdapter.ViewHolder&gt; {

    private String[] mDataset;

    public MyAdapter(String[] myDataset) {
        mDataset = myDataset;
    }

    public static class ViewHolder extends RecyclerView.ViewHolder {
        public TextView mTextView;
        public ViewHolder(TextView v) {
            super(v);
            mTextView = v;
        }
    }

    @Override
    public MyAdapter.ViewHolder onCreateViewHolder(ViewGroup parent, int viewType) {
        View v = LayoutInflater.from(parent.getContext()).inflate(R.layout.some_layout, parent, false);

        //findViewById...

        ViewHolder vh = new ViewHolder(v);
        return vh;
    }

    @Override
    public void onBindViewHolder(ViewHolder holder, int position) {
        holder.mTextView.setText(mDataset[position]);
    }

    @Override
    public int getItemCount() {
        return mDataset.length;
    }
}

Is it possible to create RecyclerView with multiple view types?
"
404,bash,"I have a whole bunch of tests on variables in a bash (3.00) shell script where if the variable is not set, then it assigns a default, e.g.:

if [ -z ""${VARIABLE}"" ]; then 
    FOO='default'
else 
    FOO=${VARIABLE}
fi


I seem to recall there's some syntax to doing this in one line, something resembling a ternary operator, e.g.:

FOO=${ ${VARIABLE} : 'default' }


(though I know that won't work...)

Am I crazy, or does something like that exist?
"
405,php,"I use this code to get the full URL:

$actual_link = 'http://'.$_SERVER['HTTP_HOST'].$_SERVER['PHP_SELF'];


The problem is that I use some masks in my .htaccess, so what we see in the URL is not always the real path of the file.

What I need is to get the URL, what is written in the URL, nothing more and nothing less—the full URL.

I need to get how it appears in the Navigation Bar in the web browser, and not the real path of the file on the server.
"
406,editor,"Using Microsoft's Visual Studio Code, how do I duplicate a line of code and then move it up and down? (Similar to Sublime's cmd+shift+d behaviour)

It's a feature that I use constantly, and am struggling using Visual Studio Code without it.
"
407,frameworks,"What is the difference between a framework and a library? 

I always thought of a library as a set of objects and functions that focuses on solving a particular problem or a specific area of application development (i.e. database access); and a framework on the other hand as a collection of libraries centered on a particular methodology (i.e. MVC) and which covers all areas of application development.
"
408,shell,"I am looking for a command that will accept (as input) multiple lines of text, each line containing a single integer, and output the sum of these integers.

As a bit of background, I have a log file which includes timing measurements. Through grepping for the relevant lines and a bit of sed reformatting I can list all of the timings in that file.  I would like to work out the total. I can pipe this intermediate output to any command in order to do the final sum.  I have always used expr in the past, but unless it runs in RPN mode I do not think it is going to cope with this (and even then it would be tricky).

How can I get the summation of integers?
"
409,python,"I happened to find myself having a basic filtering need: I have a list and I have to filter it by an attribute of the items.

My code looked like this:

my_list = [x for x in my_list if x.attribute == value]


But then I thought, wouldn't it be better to write it like this?

my_list = filter(lambda x: x.attribute == value, my_list)


It's more readable, and if needed for performance the lambda could be taken out to gain something.  

Question is: are there any caveats in using the second way? Any performance difference? Am I missing the Pythonic Way™ entirely and should do it in yet another way (such as using itemgetter instead of the lambda)?
"
410,git,"How do I get Git to use a proxy server?

I need to check out code from a Git server, but it shows ""Request timed out"" every time. How do I get around this? 

Alternatively, how can I set a proxy server?
"
411,android,"I want to create a transparent Activity on top of another activity.

How can I achieve this?
"
412,javascript,"Does anyone know what the difference is between these two methods?

String.prototype.slice
String.prototype.substring

"
413,language-agnostic,"What is, in your opinion, the most surprising, weird, strange or really ""WTF"" language feature you have encountered?

Please only one feature per answer.
"
414,html,"I am trying to style a checkbox using the following:



&lt;input type=""checkbox"" style=""border:2px dotted #00f;display:block;background:#ff0000;"" /&gt;




But the style is not applied. The checkbox still displays its default style. How do I give it the specified style?
"
415,r,"I'd like to remove the lines in this data frame that:

a) contain NAs across all columns. Below is my example data frame. 

             gene hsap mmul mmus rnor cfam
1 ENSG00000208234    0   NA   NA   NA   NA
2 ENSG00000199674    0   2    2    2    2
3 ENSG00000221622    0   NA   NA   NA   NA
4 ENSG00000207604    0   NA   NA   1    2
5 ENSG00000207431    0   NA   NA   NA   NA
6 ENSG00000221312    0   1    2    3    2


Basically, I'd like to get a data frame such as the following.

             gene hsap mmul mmus rnor cfam
2 ENSG00000199674    0   2    2    2    2
6 ENSG00000221312    0   1    2    3    2


b) contain NAs in only some columns, so I can also get this result:

             gene hsap mmul mmus rnor cfam
2 ENSG00000199674    0   2    2    2    2
4 ENSG00000207604    0   NA   NA   1    2
6 ENSG00000221312    0   1    2    3    2

"
416,javascript,"I have an array like
vendors = [{
    Name: 'Magenic',
    ID: 'ABC'
  },
  {
    Name: 'Microsoft',
    ID: 'DEF'
  } // and so on... 
];

How do I check this array to see if &quot;Magenic&quot; exists? I don't want to loop, unless I have to. I'm working with potentially a couple thousand records.
"
417,python,"Does anyone know how to do convert from a string to a boolean in Python? I found this link. But it doesn't look like a proper way to do it.  I.e. using built-in functionality, etc.

The reason I'm asking this is because I learned about int(""string"") from here. But when trying bool(""string"") it always returns True:

&gt;&gt;&gt; bool(""False"")
True

"
418,php,"I started by googling and found the article How to write INSERT if NOT EXISTS queries in standard SQL which talks about mutex tables.
I have a table with ~14 million records. If I want to add more data in the same format, is there a way to ensure the record I want to insert does not already exist without using a pair of queries (i.e., one query to check and one to insert is the result set is empty)?
Does a unique constraint on a field guarantee the insert will fail if it's already there?
It seems that with merely a constraint, when I issue the insert via PHP, the script croaks.
"
419,javascript,"It seems to be obvious, but I found myself a bit confused about when to use curly braces for importing a single module in ES6. For example, in the React-Native project I am working on, I have the following file and its content:
File initialState.js
var initialState = {
    todo: {
        todos: [
            {id: 1, task: 'Finish Coding', completed: false},
            {id: 2, task: 'Do Laundry', completed: false},
            {id: 2, task: 'Shopping Groceries', completed: false},
        ]
    }
};

export default initialState;

In the TodoReducer.js, I have to import it without curly braces:
import initialState from './todoInitialState';

If I enclose the initialState in curly braces, I get the following error for the following line of code:

Cannot read property todo of undefined

File TodoReducer.js:
export default function todos(state = initialState.todo, action) {
    // ...
}

Similar errors also happen to my components with the curly braces. I was wondering when I should use curly braces for a single import, because obviously, when importing multiple component/modules, you have to enclose them in curly braces, which I know.
The Stack Overflow post at here does not answer my question, instead I am asking when I should or should not use curly braces for importing a single module, or I should never use curly braces for importing a single module in ES6 (this is apparently not the case, as I have seen single import with curly braces required).
"
420,javascript,"I try to check a radio button with jQuery. Here's my code:

&lt;form&gt;
    &lt;div id='type'&gt;
        &lt;input type='radio' id='radio_1' name='type' value='1' /&gt;
        &lt;input type='radio' id='radio_2' name='type' value='2' /&gt;
        &lt;input type='radio' id='radio_3' name='type' value='3' /&gt; 
    &lt;/div&gt;
&lt;/form&gt;


And the JavaScript: 

jQuery(""#radio_1"").attr('checked', true);


Doesn't work:

jQuery(""input[value='1']"").attr('checked', true);


Doesn't work:

jQuery('input:radio[name=""type""]').filter('[value=""1""]').attr('checked', true);


Doesn't work:

Do you have another idea? What am I missing?
"
421,mysql,"How do you set a default value for a MySQL Datetime column?

In SQL Server it's getdate(). What is the equivalant for MySQL? I'm using MySQL 5.x if that is a factor.
"
422,python,"What is the purpose of __slots__ in Python — especially with respect to when I would want to use it, and when not?
"
423,mysql,"I have a table:

table votes (
    id,
    user,
    email,
    address,
    primary key(id),
);


Now I want to make the columns user, email, address unique (together).

How do I do this in MySql?

Of course the example is just... an example. So please don't worry about the semantics.
"
424,git,"
  Possible Duplicate:
  Removing multiple files from a Git repo that have already been deleted from disk  




If I delete some files from the disk they come up as deleted like so in the Git repo:

C:\git\bc&gt;git status
# On branch tracking2
# Changed but not updated:
#   (use ""git add/rm &lt;file&gt;..."" to update what will be committed)
#   (use ""git checkout -- &lt;file&gt;..."" to discard changes in working directory)
#
#       deleted:    test.txt
#


Is there a way to do a single command ""just delete these files from the repository""?
Similar to git add . which would add all new and modified files to the stage.

I use Visual Studio and Windows explorer to work with my source tree and at some point I just delete a whole bunch of files. I then find it a pain to call git rm as the files are no longer around and there is no command line intellisense to help me type it in. 

I just want a command that deletes all files from git that are also deleted from the disk.
"
425,javascript,"How can I easily obtain the min or max element of a JavaScript array?
Example pseudocode:
let array = [100, 0, 50]

array.min() //=&gt; 0
array.max() //=&gt; 100

"
426,r,"I have a number of columns that I would like to remove from a data frame. I know that we can delete them individually using something like:

df$x &lt;- NULL


But I was hoping to do this with fewer commands.

Also, I know that I could drop columns using integer indexing like this:

df &lt;- df[ -c(1, 3:6, 12) ]


But I am concerned that the relative position of my variables may change.

Given how powerful R is, I figured there might be a better way than dropping each column one by one.
"
